# gapseq version: 1.2 54b56c7c
# Sequence DB md5sum:  (, Bacteria)
# Genome format: nucl
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-5291|	canthaxanthin biosynthesis	false	0	4	0	0	
|PWY-5292|	vindoline, vindorosine and vinblastine biosynthesis	false	0	27	0	0	
|PWY-5295|	ternatin C5 biosynthesis	false	0	3	0	0	
|PWY-5296|	thiosulfate oxidation III (multienzyme complex)	false	0	5	0	0	
|PWY-5297|	siroheme amide biosynthesis	false	0	2	0	0	
|PWY-5298|	L-lysine degradation VI	false	0	2	0	0	
|PWY-5301|	ajmaline and sarpagine biosynthesis	false	0	19	0	0	
|PWY-5302|	sulfur disproportionation II (aerobic)	false	0	1	0	0	
|PWY-5303|	thiosulfate oxidation II (via tetrathionate)	false	0	4	0	0	
|PWY-5305|	bixin biosynthesis	false	0	4	0	0	
|PWY-5307|	gentiodelphin biosynthesis	false	0	6	0	0	
|PWY-5311|	L-lysine degradation VII	false	0	1	0	0	
|PWY-5314|	L-lysine degradation VIII	false	0	1	0	0	
|PWY-5315|	N-methyl-&Delta;1-pyrrolinium cation biosynthesis	false	0	2	0	0	
|PWY-5316|	nicotine biosynthesis	false	0	9	0	0	
|PWY-5317|	hyoscyamine and scopolamine biosynthesis	false	0	8	0	0	
|PWY-5318|	calystegine biosynthesis	false	0	6	0	0	
|PWY-5319|	coumarin metabolism (to melilotic acid)	false	0	2	0	0	
|PWY-5320|	kaempferol glycoside biosynthesis (Arabidopsis)	false	0	11	0	0	
|PWY-5321|	quercetin glycoside biosynthesis (Arabidopsis)	false	0	12	0	0	
|PWY-5324|	L-lysine degradation IX	false	0	1	0	0	
|PWY-5326|	sulfite oxidation IV (sulfite oxidase)	false	0	1	0	0	
|PWY-5329|	L-cysteine degradation III	false	0	2	0	0	
|PWY-5331|	taurine biosynthesis I	false	0	3	0	0	
|PWY-5332|	sulfur reduction I	false	0	1	0	0	
|PWY-5336|	carbon disulfide oxidation II (aerobic)	false	0	2	0	0	
|PWY-5337|	stachyose biosynthesis	false	0	3	0	0	
|PWY-5338|	galactosylcyclitol biosynthesis	false	0	4	0	0	
|PWY-5339|	chalcone 2'-O-glucoside biosynthesis	false	0	1	0	0	
|PWY-5340|	sulfate activation for sulfonation	false	0	2	0	0	
|PWY-5342|	ajugose biosynthesis I (galactinol-dependent)	false	0	2	0	0	
|PWY-5343|	ajugose biosynthesis II (galactinol-independent)	false	0	3	0	0	
|PWY-5344|	L-homocysteine biosynthesis	false	0	2	0	0	
|PWY-5348|	kaempferol triglucoside biosynthesis	false	0	4	0	0	
|PWY-5349|	esculetin biosynthesis	false	0	2	0	0	
|PWY-5350|	thiosulfate disproportionation IV (rhodanese)	false	0	1	0	0	
|PWY-5352|	thiosulfate disproportionation II (cytochrome)	false	0	1	0	0	
|PWY-5353|	arachidonate biosynthesis I (6-desaturase, lower eukaryotes)	false	0	8	0	0	
|PWY-5355|	nitroethane degradation	false	0	1	0	0	
|PWY-5358|	tetrathionate reduction I (to thiosulfate)	false	0	1	0	0	
|PWY-5359|	tetrathionate reductiuon II (to trithionate)	false	0	1	0	0	
|PWY-5361|	(5Z)-icosenoate biosynthesis	false	0	1	0	0	
|PWY-5362|	sapienate biosynthesis	false	0	1	0	0	
|PWY-5363|	chrysin biosynthesis	false	0	1	0	0	
|PWY-5364|	sulfur reduction II (via polysulfide)	false	0	1	0	0	
|PWY-5365|	linear furanocoumarin biosynthesis	false	0	5	0	0	
|PWY-5366|	palmitoleate biosynthesis II (plants and bacteria)	false	0	2	0	0	
|PWY-5367|	petroselinate biosynthesis	false	0	6	0	0	
|PWY-5368|	dimorphecolate biosynthesis	false	0	3	0	0	
|PWY-5370|	carbon tetrachloride degradation I	false	0	4	0	0	
|PWY-5372|	carbon tetrachloride degradation II	false	0	3	0	0	
|PWY-5373|	calendate biosynthesis	false	0	1	0	0	
|PWY-5374|	punicate biosynthesis	false	0	1	0	0	
|PWY-5375|	&alpha;-eleostearate biosynthesis	false	0	1	0	0	
|PWY-5377|	&alpha;-amyrin biosynthesis	false	0	1	0	0	
|PWY-5379|	B series fagopyritols biosynthesis	false	0	3	0	0	
|PWY-5380|	A series fagopyritols biosynthesis	false	0	3	0	0	
|PWY-5381|	NAD salvage (plants)	false	0	11	0	0	
|PWY-5382|	hydrogen oxidation II (aerobic, NAD)	false	0	1	0	0	
|PWY-5384|	sucrose degradation IV (sucrose phosphorylase)	false	0	4	0	0	
|PWY-5386-1|	methylglyoxal degradation VIII	false	0	3	0	0	
|PWY-5386|	methylglyoxal degradation I	false	0	3	0	0	
|PWY-5388|	N-glucosylnicotinate metabolism	false	0	1	0	0	
|PWY-5389|	3-methylthiopropanoate biosynthesis	false	0	1	0	0	
|PWY-5390|	rutin biosynthesis	false	0	3	0	0	
|PWY-5391|	syringetin biosynthesis	false	0	5	0	0	
|PWY-5392|	reductive TCA cycle II	false	16	9	0	0	ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN 
|PWY-5393|	raspberry ketone biosynthesis	false	0	2	0	0	
|PWY-5394|	betalamic acid biosynthesis	false	0	2	0	0	
|PWY-5397|	crocetin biosynthesis	false	0	4	0	0	
|PWY-5398|	crocetin esters biosynthesis	false	0	6	0	0	
|PWY-5399|	betacyanin biosynthesis	false	0	5	0	0	
|PWY-5400|	amaranthin biosynthesis	false	0	3	0	0	
|PWY-5403|	betaxanthin biosynthesis (via dopamine)	false	0	1	0	0	
|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	false	0	2	0	0	
|PWY-5406|	divinyl ether biosynthesis I	false	0	4	0	0	
|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	false	0	4	0	0	
|PWY-5408|	9-lipoxygenase and 9-hydroperoxide lyase pathway	false	0	4	0	0	
|PWY-5409|	divinyl ether biosynthesis II	false	0	2	0	0	
|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	false	0	8	0	0	
|PWY-5411|	abietic acid biosynthesis	false	0	6	0	0	
|PWY-5412|	levopimaric acid biosynthesis	false	0	5	0	0	
|PWY-5413|	neoabietic acid biosynthesis	false	0	5	0	0	
|PWY-5414|	palustric acid biosynthesis	false	0	5	0	0	
|PWY-5418|	phenol degradation I (aerobic)	false	0	1	0	0	
|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	false	0	4	0	0	
|PWY-5421|	dehydroabietic acid biosynthesis	false	0	6	0	0	
|PWY-5422|	isopimaric acid biosynthesis	false	0	5	0	0	
|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	false	0	8	0	0	
|PWY-5425|	oleoresin sesquiterpene volatiles biosynthesis	false	0	6	0	0	
|PWY-5426|	betaxanthin biosynthesis	false	0	2	0	0	
|PWY-5427|	naphthalene degradation (aerobic)	false	0	6	0	0	
|PWY-5428|	1,3-dimethylbenzene degradation to 3-methylbenzoate	false	0	3	0	0	
|PWY-5429|	1,4-dimethylbenzene degradation to 4-methylbenzoate	false	0	3	0	0	
|PWY-5434|	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis I	false	0	4	0	0	
|PWY-5436|	L-threonine degradation IV	false	0	2	0	0	
|PWY-5437|	L-threonine degradation I	false	25	3	0	0	PTAALT-RXN 
|PWY-5439|	betacyanin biosynthesis (via dopamine)	false	0	1	0	0	
|PWY-5441|	S-methyl-L-methionine cycle	false	0	2	0	0	
|PWY-5443|	aminopropanol phosphate biosynthesis I	false	0	2	0	0	
|PWY-5450|	benzene degradation	false	0	2	0	0	
|PWY-5451|	acetone degradation I (to methylglyoxal)	false	0	4	0	0	
|PWY-5453|	methylglyoxal degradation III	false	0	2	0	0	
|PWY-5456|	methylglyoxal degradation VII	false	0	1	0	0	
|PWY-5458|	methylglyoxal degradation V	false	0	3	0	0	
|PWY-5461|	betanidin degradation	false	0	1	0	0	
|PWY-5462|	methylglyoxal degradation II	false	0	1	0	0	
|PWY-5466|	matairesinol biosynthesis	false	0	10	0	0	
|PWY-5467|	gramine biosynthesis	false	0	3	0	0	
|PWY-5468|	lupanine biosynthesis	false	0	5	0	0	
|PWY-5469|	sesamin biosynthesis	false	0	8	0	0	
|PWY-5470|	palmatine biosynthesis	false	0	6	0	0	
|PWY-5472|	bisbenzylisoquinoline alkaloid biosynthesis	false	0	2	0	0	
|PWY-5473|	hydroxycinnamic acid serotonin amides biosynthesis	false	0	6	0	0	
|PWY-5474|	hydroxycinnamic acid tyramine amides biosynthesis	false	0	5	0	0	
|PWY-5475|	pentagalloylglucose biosynthesis	false	0	6	0	0	
|PWY-5476|	cornusiin E biosynthesis	false	0	2	0	0	
|PWY-5477|	gallotannin biosynthesis	false	0	7	0	0	
|PWY-5479|	6-methoxypodophyllotoxin biosynthesis	false	0	4	0	0	
|PWY-5480|	pyruvate fermentation to ethanol I	false	0	3	0	0	
|PWY-5481|	pyruvate fermentation to (S)-lactate	false	0	1	0	0	
|PWY-5482|	pyruvate fermentation to acetate II	false	0	3	0	0	
|PWY-5484|	glycolysis II (from fructose 6-phosphate)	false	0	11	0	0	
|PWY-5486|	pyruvate fermentation to ethanol II	false	0	2	0	0	
|PWY-5487|	4-nitrophenol degradation I	false	0	5	0	0	
|PWY-5488|	4-nitrophenol degradation II	false	0	5	0	0	
|PWY-5489|	methyl parathion degradation	false	0	1	0	0	
|PWY-5490|	paraoxon degradation	false	0	1	0	0	
|PWY-5491|	diethylphosphate degradation	false	0	2	0	0	
|PWY-5493|	reductive monocarboxylic acid cycle	false	0	2	0	0	
|PWY-5494|	pyruvate fermentation to propanoate II (acrylate pathway)	false	0	4	0	0	
|PWY-5497|	purine nucleobases degradation II (anaerobic)	false	0	21	0	0	
|PWY-5499|	vitamin B6 degradation	false	0	9	0	0	
|PWY-5506|	methanol oxidation to formaldehyde IV	false	0	2	0	0	
|PWY-5509|	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	false	0	3	0	0	
|PWY-5512|	UDP-N-acetyl-D-galactosamine biosynthesis I	false	0	1	0	0	
|PWY-5514|	UDP-N-acetyl-D-galactosamine biosynthesis II	false	0	7	0	0	
|PWY-5515|	L-arabinose degradation II	false	0	3	0	0	
|PWY-5516|	D-xylose degradation II	false	0	1	0	0	
|PWY-5517|	L-arabinose degradation III	false	0	5	0	0	
|PWY-5519|	D-arabinose degradation III	false	0	5	0	0	
|PWY-5521|	L-ascorbate biosynthesis III (D-sorbitol pathway)	false	0	3	0	0	
|PWY-5523|	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	false	0	3	0	0	
|PWY-5525|	D-glucuronate degradation I	false	0	4	0	0	
|PWY-5526|	bacteriochlorophyll a biosynthesis	false	0	13	0	0	
|PWY-5530|	sorbitol biosynthesis II	false	0	2	0	0	
|PWY-5531|	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	false	11	8	0	0	RXN0-6259 
|PWY-5532|	nucleoside and nucleotide degradation (archaea)	false	0	10	0	0	
|PWY-5533|	acetone degradation II (to acetoacetate)	false	0	2	0	0	
|PWY-5534|	propene degradation	false	0	7	0	0	
|PWY-5535|	acetate and ATP formation from acetyl-CoA II	false	0	1	0	0	
|PWY-5536|	acetate formation from acetyl-CoA (succinate)	true	100	0	0	0	RXN-8807 
|PWY-5629|	isopenicillin N biosynthesis	false	0	2	0	0	
|PWY-5630|	penicillin K biosynthesis	false	0	1	0	0	
|PWY-5631|	deacetylcephalosporin C biosynthesis	false	0	3	0	0	
|PWY-5632|	cephalosporin C biosynthesis	false	0	1	0	0	
|PWY-5633|	cephamycin C biosynthesis	false	0	3	0	0	
|PWY-5636|	2-nitrophenol degradation	false	0	1	0	0	
|PWY-5637|	nitrobenzene degradation I	false	0	3	0	0	
|PWY-5640|	nitrobenzene degradation II	false	0	1	0	0	
|PWY-5641|	2-nitrotoluene degradation	false	0	3	0	0	
|PWY-5642|	2,4-dinitrotoluene degradation	false	0	7	0	0	
|PWY-5643|	2,6-dinitrotoluene degradation	false	0	3	0	0	
|PWY-5644|	4-nitrotoluene degradation II	false	0	9	0	0	
|PWY-5645|	4-chloronitrobenzene degradation	false	0	9	0	0	
|PWY-5648|	2-nitrobenzoate degradation II	false	0	3	0	0	
|PWY-5651|	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	false	0	5	0	0	
|PWY-5652|	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	false	0	5	0	0	
|PWY-5653|	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	false	0	3	0	0	
|PWY-5654|	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	false	0	4	0	0	
|PWY-5656|	mannosylglycerate biosynthesis I	false	0	2	0	0	
|PWY-5658|	mannosylglycerate biosynthesis II	false	0	1	0	0	
|PWY-5659|	GDP-mannose biosynthesis	false	0	4	0	0	
|PWY-5660|	taxol biosynthesis	false	0	15	0	0	
|PWY-5661|	GDP-&alpha;-D-glucose biosynthesis	false	0	3	0	0	
|PWY-5662|	glucosylglycerate biosynthesis I	false	0	2	0	0	
|PWY-5663|	erythro-tetrahydrobiopterin biosynthesis I	false	0	4	0	0	
|PWY-5665|	vanillin biosynthesis I	false	0	3	0	0	
|PWY-5666|	&alpha;-solanine/&alpha;-chaconine biosynthesis	false	0	9	0	0	
|PWY-5667|	CDP-diacylglycerol biosynthesis I	false	0	4	0	0	
|PWY-5668|	cardiolipin biosynthesis I	false	0	3	0	0	
|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	false	0	2	0	0	
|PWY-5670|	epoxysqualene biosynthesis	false	0	3	0	0	
|PWY-5672|	ginsenosides biosynthesis	false	0	17	0	0	
|PWY-5674|	nitrate reduction IV (dissimilatory)	false	0	2	0	0	
|PWY-5675|	nitrate reduction V (assimilatory)	false	0	4	0	0	
|PWY-5677|	succinate fermentation to butanoate	false	28	5	0	0	R11-RXN RXN-8807 
|PWY-5679|	clavulanate biosynthesis	false	0	8	0	0	
|PWY-5686|	UMP biosynthesis I	false	0	6	0	0	
|PWY-5690|	TCA cycle II (plants and fungi)	false	22	7	0	0	ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN 
|PWY-5691|	urate conversion to allantoin I	false	0	3	0	0	
|PWY-5695|	inosine 5'-phosphate degradation	false	0	4	0	0	
|PWY-5697|	allantoin degradation to ureidoglycolate I (urea producing)	false	0	2	0	0	
|PWY-5698|	allantoin degradation to ureidoglycolate II (ammonia producing)	false	0	3	0	0	
|PWY-5701|	shikonin biosynthesis	false	0	5	0	0	
|PWY-5703|	urea degradation I	false	0	2	0	0	
|PWY-5704|	urea degradation II	false	0	1	0	0	
|PWY-5706|	alliin metabolism	false	0	7	0	0	
|PWY-5707|	propanethial S-oxide biosynthesis	false	0	7	0	0	
|PWY-5708|	ethiin metabolism	false	0	3	0	0	
|PWY-5710|	capsaicin biosynthesis	false	0	7	0	0	
|PWY-5723|	Rubisco shunt	false	0	10	0	0	
|PWY-5725|	farnesene biosynthesis	false	0	3	0	0	
|PWY-5726|	deethylsimazine degradation	false	0	2	0	0	
|PWY-5727|	atrazine degradation II	false	0	2	0	0	
|PWY-5729|	vestitol and sativan biosynthesis	false	0	2	0	0	
|PWY-5731|	atrazine degradation III	false	0	2	0	0	
|PWY-5733|	germacrene biosynthesis	false	0	5	0	0	
|PWY-5736|	isopropylamine degradation	false	0	7	0	0	
|PWY-5737|	(5R)-carbapenem carboxylate biosynthesis	false	0	6	0	0	
|PWY-5738|	GDP-6-deoxy-D-talose biosynthesis	false	0	2	0	0	
|PWY-5739|	GDP-D-perosamine biosynthesis	false	0	2	0	0	
|PWY-5740|	GDP-L-colitose biosynthesis	false	0	3	0	0	
|PWY-5741|	ethylmalonyl-CoA pathway	false	18	9	0	0	RXN-5901 3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN 
|PWY-5742|	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	false	0	4	0	0	
|PWY-5743|	3-hydroxypropanoate cycle	false	0	13	0	0	
|PWY-5744|	glyoxylate assimilation	false	0	13	0	0	
|PWY-5747|	2-methylcitrate cycle II	false	0	6	0	0	
|PWY-5748|	&gamma;-coniciene and coniine biosynthesis	false	0	7	0	0	
|PWY-5749|	itaconate degradation	false	0	4	0	0	
|PWY-5750|	itaconate biosynthesis I	false	0	2	0	0	
|PWY-5751|	phenylethanol biosynthesis	false	0	5	0	0	
|PWY-5752|	piperine biosynthesis	false	0	1	0	0	
|PWY-5754|	4-hydroxybenzoate biosynthesis I (eukaryotes)	false	0	5	0	0	
|PWY-5755|	4-hydroxybenzoate biosynthesis II (bacteria)	false	0	1	0	0	
|PWY-5756|	saponin biosynthesis II	false	0	8	0	0	
|PWY-5757|	fosfomycin biosynthesis	false	0	7	0	0	
|PWY-5759|	saponin biosynthesis III	false	0	4	0	0	
|PWY-5760|	&beta;-alanine biosynthesis IV	false	0	2	0	0	
|PWY-5765|	1,3,5-trimethoxybenzene biosynthesis	false	0	3	0	0	
|PWY-5766|	L-glutamate degradation X	false	0	1	0	0	
|PWY-5768|	pyruvate fermentation to acetate VIII	false	0	2	0	0	
|PWY-5770|	phenazine-1-carboxylate biosynthesis	false	0	9	0	0	
|PWY-5773|	gossypol biosynthesis	false	0	8	0	0	
|PWY-5774|	saponin biosynthesis IV	false	0	9	0	0	
|PWY-5775|	rotenoid biosynthesis I	false	0	6	0	0	
|PWY-5776|	2-hydroxyphenazine biosynthesis	false	0	1	0	0	
|PWY-5780|	hypericin biosynthesis	false	0	3	0	0	
|PWY-5782|	2-keto-L-gulonate biosynthesis	false	0	3	0	0	
|PWY-5783|	octaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5784|	indole-3-acetate inactivation VIII	false	0	7	0	0	
|PWY-5785|	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	false	0	2	0	0	
|PWY-5787|	oligomeric urushiol biosynthesis	false	0	2	0	0	
|PWY-5788|	indole-3-acetate inactivation V	false	0	4	0	0	
|PWY-5789|	3-hydroxypropanoate/4-hydroxybutanate cycle	false	0	18	0	0	
|PWY-5793|	maysin biosynthesis	false	0	3	0	0	
|PWY-5794|	malonate degradation I (biotin-independent)	false	0	3	0	0	
|PWY-5795|	juglone biosynthesis	false	0	2	0	0	
|PWY-5796|	malonate decarboxylase activation	false	0	2	0	0	
|PWY-5797|	indole-3-acetate inactivation VI	false	0	4	0	0	
|PWY-5800|	xylan biosynthesis	false	0	3	0	0	
|PWY-5801|	lawsone biosynthesis	false	0	1	0	0	
|PWY-5802|	alizarin biosynthesis	false	0	1	0	0	
|PWY-5805|	nonaprenyl diphosphate biosynthesis I	false	0	1	0	0	
|PWY-5806|	all-trans-decaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5807|	heptaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5808|	hyperforin and adhyperforin biosynthesis	false	0	8	0	0	
|PWY-5811|	indole-3-acetate inactivation VII	false	0	5	0	0	
|PWY-5813|	bornyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5815|	rubber biosynthesis	false	0	2	0	0	
|PWY-5816|	all trans undecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5817|	dodecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5818|	validamycin biosynthesis	false	0	13	0	0	
|PWY-581|	indole-3-acetate biosynthesis II	false	0	11	0	0	
|PWY-5821|	dalcochinin biosynthesis	false	0	2	0	0	
|PWY-5822|	trichloroethene degradation	false	0	7	0	0	
|PWY-5825|	dalpatein and dalnigrein biosynthesis	false	0	4	0	0	
|PWY-5826|	hypoglycin biosynthesis	false	0	12	0	0	
|PWY-5827|	heliocides biosynthesis	false	0	10	0	0	
|PWY-5828|	lacinilene C biosynthesis	false	0	3	0	0	
|PWY-5829|	geraniol and geranial biosynthesis	false	0	2	0	0	
|PWY-5830|	CDP-ascarylose biosynthesis	false	0	2	0	0	
|PWY-5831|	CDP-abequose biosynthesis	false	0	1	0	0	
|PWY-5832|	CDP-paratose biosynthesis	false	0	1	0	0	
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	false	0	3	0	0	
|PWY-5834|	CDP-tyvelose biosynthesis	false	0	2	0	0	
|PWY-5835|	geranyl acetate biosynthesis	false	0	2	0	0	
|PWY-5837|	2-carboxy-1,4-naphthoquinol biosynthesis	false	0	7	0	0	
|PWY-5839|	menaquinol-7 biosynthesis	false	0	2	0	0	
|PWY-5843|	cocaine biosynthesis	false	0	9	0	0	
|PWY-5844|	menaquinol-9 biosynthesis	false	0	1	0	0	
|PWY-5846|	colchicine biosynthesis	false	0	6	0	0	
|PWY-5848|	cinchona alkaloids biosynthesis	false	0	4	0	0	
|PWY-5849|	menaquinol-6 biosynthesis	false	0	1	0	0	
|PWY-5851|	demethylmenaquinol-9 biosynthesis	false	0	1	0	0	
|PWY-5852|	demethylmenaquinol-8 biosynthesis I	false	0	1	0	0	
|PWY-5853|	demethylmenaquinol-6 biosynthesis I	false	0	1	0	0	
|PWY-5855|	ubiquinol-7 biosynthesis (early decarboxylation)	false	0	8	0	0	
|PWY-5856|	ubiquinol-9 biosynthesis (early decarboxylation)	false	0	8	0	0	
|PWY-5857|	ubiquinol-10 biosynthesis (early decarboxylation)	false	0	8	0	0	
|PWY-5859|	eugenol and isoeugenol biosynthesis	false	0	3	0	0	
|PWY-5867|	t-anethole biosynthesis	false	0	2	0	0	
|PWY-5870|	ubiquinol-8 biosynthesis (late decarboxylation)	false	0	9	0	0	
|PWY-5871|	ubiquinol-9 biosynthesis (late decarboxylation)	false	0	8	0	0	
|PWY-5872|	ubiquinol-10 biosynthesis (late decarboxylation)	false	0	9	0	0	
|PWY-5873|	ubiquinol-7 biosynthesis (late decarboxylation)	false	0	8	0	0	
|PWY-5874|	heme degradation I	false	0	6	0	0	
|PWY-5875|	staphyloxanthin biosynthesis	false	0	9	0	0	
|PWY-5876|	magnoflorine biosynthesis	false	0	2	0	0	
|PWY-5877|	beta-carboline biosynthesis	false	0	6	0	0	
|PWY-5882|	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	false	0	5	0	0	
|PWY-5883|	ephedrine biosynthesis	false	0	10	0	0	
|PWY-5884|	wax esters biosynthesis I	false	0	2	0	0	
|PWY-5885|	wax esters biosynthesis II	false	0	4	0	0	
|PWY-5886|	3-(4-hydroxyphenyl)pyruvate biosynthesis	false	0	1	0	0	
|PWY-5887|	albaflavenone biosynthesis	false	0	5	0	0	
|PWY-5888|	rhodoquinone-10 biosynthesis	false	0	1	0	0	
|PWY-5889|	rhodoquinone-9 biosynthesis	false	0	1	0	0	
|PWY-5890|	menaquinol-10 biosynthesis	false	0	2	0	0	
|PWY-5891|	menaquinol-11 biosynthesis	false	0	2	0	0	
|PWY-5892|	menaquinol-12 biosynthesis	false	0	2	0	0	
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5895|	menaquinol-13 biosynthesis	false	0	2	0	0	
|PWY-5901|	2,3-dihydroxybenzoate biosynthesis	false	0	3	0	0	
|PWY-5905|	hypusine biosynthesis	false	0	5	0	0	
|PWY-5907|	homospermidine biosynthesis I	false	0	1	0	0	
|PWY-5912|	2'-deoxymugineic acid phytosiderophore biosynthesis	false	0	4	0	0	
|PWY-5913|	partial TCA cycle (obligate autotrophs)	false	25	6	0	0	ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN 
|PWY-5915|	phycoerythrobilin biosynthesis I	false	0	3	0	0	
|PWY-5917|	phycocyanobilin biosynthesis	false	0	2	0	0	
|PWY-5921|	glutaminyl-tRNAgln biosynthesis via transamidation	false	0	4	0	0	
|PWY-5922|	(4R)-carveol and (4R)-dihydrocarveol degradation	false	0	14	0	0	
|PWY-5923|	limonene degradation I (D-limonene)	false	0	6	0	0	
|PWY-5924|	limonene degradation II (L-limonene)	false	0	6	0	0	
|PWY-5925|	hydroxylated mugineic acid phytosiderophore biosynthesis	false	0	3	0	0	
|PWY-5926|	afrormosin conjugates interconversion	false	0	3	0	0	
|PWY-5927|	(4S)-carveol and (4S)-dihydrocarveol degradation	false	0	14	0	0	
|PWY-5928|	(4R)-carvone biosynthesis	false	0	3	0	0	
|PWY-5929|	puromycin biosynthesis	false	0	10	0	0	
|PWY-5930|	terpentecin biosynthesis	false	0	3	0	0	
|PWY-5934|	iron reduction and absorption	false	0	2	0	0	
|PWY-5935|	1-tuberculosinyladenosine biosynthesis	false	0	2	0	0	
|PWY-5936|	xyloglucan biosynthesis	false	0	6	0	0	
|PWY-5938|	pyruvate fermentation to (R)-acetoin I	false	0	2	0	0	
|PWY-5939|	pyruvate fermentation to (R)-acetoin II	false	0	2	0	0	
|PWY-5940|	streptomycin biosynthesis	false	0	18	0	0	
|PWY-5941|	glycogen degradation II	false	0	6	0	0	
|PWY-5943|	&beta;-carotene biosynthesis	false	0	2	0	0	
|PWY-5944|	zeaxanthin biosynthesis	false	0	2	0	0	
|PWY-5945|	violaxanthin, antheraxanthin and zeaxanthin interconversion	false	0	4	0	0	
|PWY-5946|	&alpha;-carotene biosynthesis	false	0	2	0	0	
|PWY-5947|	lutein biosynthesis	false	0	3	0	0	
|PWY-5950|	geosmin biosynthesis	false	0	3	0	0	
|PWY-5951|	(R,R)-butanediol biosynthesis	false	0	1	0	0	
|PWY-5954|	(1'S,5'S)-averufin biosynthesis	false	0	8	0	0	
|PWY-5955|	versicolorin B biosynthesis	false	0	9	0	0	
|PWY-5956|	sterigmatocystin biosynthesis	false	0	9	0	0	
|PWY-5957|	L-nicotianamine biosynthesis	false	0	1	0	0	
|PWY-5958|	acridone alkaloid biosynthesis	false	0	4	0	0	
|PWY-5959|	aflatoxins B1 and G1 biosynthesis	false	0	3	0	0	
|PWY-5960|	aflatoxins B2 and G2 biosynthesis	false	0	5	0	0	
|PWY-5963|	molybdenum cofactor sulfulylation (eukaryotes)	false	0	1	0	0	
|PWY-5964|	guanylyl molybdenum cofactor biosynthesis	false	0	1	0	0	
|PWY-5966-1|	fatty acid biosynthesis initiation (type I)	false	0	3	0	0	
|PWY-5967|	lupinate biosynthesis	false	0	1	0	0	
|PWY-5968|	cinnamate esters biosynthesis	false	0	1	0	0	
|PWY-5971|	palmitate biosynthesis (type II fatty acid synthase)	false	0	31	0	0	
|PWY-5972|	stearate biosynthesis I (animals)	false	0	6	0	0	
|PWY-5973|	cis-vaccenate biosynthesis	false	0	5	1	0	
|PWY-5975|	furaneol and mesifurane biosynthesis	false	0	6	0	0	
|PWY-5976|	dhurrin degradation	false	0	2	0	0	
|PWY-5978|	kanosamine biosynthesis I	false	0	3	0	0	
|PWY-5979|	3-amino-5-hydroxybenzoate biosynthesis	false	0	6	0	0	
|PWY-5980|	xylogalacturonan biosynthesis	false	0	1	0	0	
|PWY-5981|	CDP-diacylglycerol biosynthesis III	false	0	5	0	0	
|PWY-5982|	sulfoacetaldehyde degradation II	false	0	1	0	0	
|PWY-5983|	trehalose biosynthesis VI	false	0	1	0	0	
|PWY-5984|	rifamycin B biosynthesis	false	0	13	0	0	
|PWY-5985|	trehalose biosynthesis VII	false	0	1	0	0	
|PWY-5987|	sorgoleone biosynthesis	false	0	8	0	0	
|PWY-5989|	stearate biosynthesis II (bacteria and plants)	false	0	6	0	0	
|PWY-5990|	lotaustralin biosynthesis	false	0	7	0	0	
|PWY-5992|	thalianol and derivatives biosynthesis	false	0	3	0	0	
|PWY-5994|	palmitate biosynthesis (type I fatty acid synthase)	false	0	31	0	0	
|PWY-5995|	linoleate biosynthesis I (plants)	false	0	4	0	0	
|PWY-5996|	oleate biosynthesis II (animals and fungi)	false	0	2	0	0	
|PWY-5997|	&alpha;-linolenate biosynthesis I (plants and red algae)	false	0	2	0	0	
