"","x"
"2911","(13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NADP+ 15-oxidoreductase"
"2912","GDP-L-fucose:beta-D-galactosyl-N-acetyl-D-glucosaminyl-R 4-fucosyltransferase"
"2913","(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NAD+ delta13-oxidoreductase"
"2914","(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NADP+ delta13-oxidoreductase"
"2915","R04558"
"2916","1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase"
"2917","10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase"
"2918","R04565"
"2919","5-pyridoxate,NADPH:oxygen oxidoreductase (decyclizing)"
"2920","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine ligase (ADP-forming)"
"2921","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine"
"2922","cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase"
"2923","UDPglucose:(20S,22S,25S)-22,25-epoxyfurost-5-ene-3beta,26-diol 3-O-beta-D-glucosyltransferase"
"2924","UDPglucose:2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase"
"2925","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)"
"2926","UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase"
"2927","1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)"
"2928","R04592"
"2929","R04593"
"2930","R04594"
"2931","3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione:oxygen 4,5-oxidoreductase (decyclizing)"
"2932","3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)"
"2933","3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing)"
"2934","3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)"
"2935","3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)"
"2936","5-amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone 1',2'-oxidoreductase (decyclizing)"
"2937","UDPgalactose:beta-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminyl-"
"2938","UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase"
"2939","methyl-(2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyl-trideca-2,6-dienoate acylhydrolase"
"2940","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate hydrolase"
"2941","UDPgalactose:N-acetyl-D-glucosaminyl-1,3-D-galactosyl-1,4-D-glucosylceramide beta-D-galactosyltransferase"
"2942","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)"
"2943","malonyl-CoA:flavone-7-O-beta-D-glucoside 6''-O-malonyltransferase"
"2944","UDP-N-acetyl-D-glucosamine:mannotetraose alpha-N-acetyl-D-glucosaminyltransferase"
"2945","2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)"
"2946","R04621"
"2947","(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxyl]-1,2,3,4-tetrahydro-1-naphthol:NADP+ oxidoreductase"
"2948","CMP-N-acetylneuraminate:(alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3)-N-acetyl-D-galactosaminide alpha-2,6-N-acetylneuraminyltransferase"
"2949","UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein"
"2950","R04638"
"2951","2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase"
"2952","N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase"
"2953","UDP-N-acetyl-D-glucosamine:glycoprotein (N-acetyl-D-glucosamine to alpha-D-mannosyl-1,6-(R1)-beta-D-mannosyl-R2) beta-1,2-N-acetyl-D-glucosaminyltransferase"
"2954","ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase"
"2955","CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase"
"2956","CMP-N-acetylneuraminate:alpha-N-acetylneuraminyl-2,3-beta-D-galactoside alpha-2,8-N-acetylneuraminyltransferase"
"2957","R04661"
"2958","UDP-N-acetyl-D-glucosamine:3-[2-(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl]-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase"
"2959","UDP-N-acetyl-D-glucosamine:6-[2-(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl]-glycoprotein 6-beta-N-acetyl-D-glucosaminyltransferase"
"2960","3-Ureidoisobutyrate amidohydrolase"
"2961","4alpha-Methylcholesta-8-en-3beta-ol delta7-delta8-isomerase"
"2962","(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)"
"2963","N-Methylhistamine:oxygen oxidoreductase (deaminating) (copper-containing)"
"2964","17alpha-Hydroxypregnenolone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)"
"2965","16alpha-Hydroxyandrost-4-ene-3,17-dione delta5-delat4-isomerase"
"2966","16alpha-Hydroxyandrost-4-ene-3,17-dione delta5-delat4-isomerase"
"2967","Estriol:NAD+ 17-oxidoreductase"
"2968","Estriol:NADP+ 17-oxidoreductase"
"2969","UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)"
"2970","R04686"
"2971","2,5-Diaminohexanoate:NAD+ oxidoreductase (deaminating)"
"2972","2,5-Diaminohexanoate:NADP+ oxidoreductase (deaminating)"
"2973","(S)-cheilanthifoline, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)"
"2974","R04691"
"2975","S-adenosyl-L-methionine:(S)-coclaurine-N-methyltransferase"
"2976","(S)-N-methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)"
"2977","(R)-reticuline:NADP+ oxidoreductase"
"2978","(R)-reticuline, NADPH:oxygen oxidoreductase (C-C phenol-coupling)"
"2979","salutaridinol:NADP+ 7-oxidoreductase"
"2980","protopine,NADPH:oxygen oxidoreductase (6-hydroxylating)"
"2981","(S)-cis-N-methylstylopine,NADPH:oxygen oxidoreductase (14-hydroxylating)"
"2982","R04701"
"2983","dihydrosanguinarine,NADPH:oxygen oxidoreductase (10-hydroxylating)"
"2984","Dihydrosanguinarine:oxygen oxidoreductase"
"2985","S-Adenosyl-L-methionine:12-hydroxydihydrochelirubine 12-O-methyltransferase"
"2986","Dihydrochelirubine:oxygen oxidoreductase"
"2987","S-Adenosyl-L-methionine:10-hydroxydihydrosanguinarine 10-O-methyltransferase"
"2988","Dihydrochelirubine,NADPH:oxygen oxidoreductase (12-hydroxylating)"
"2989","Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase"
"2990","S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase"
"2991","S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase"
"2992","S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase"
"2993","S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"
"2994","S-Adenosyl-L-methionine:(S)-7,8,13,14-tetrahydroprotoberberine cis-N-methyltransferase"
"2995","1-Organyl-2-arachidonyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine arachidonoyltransferase (CoA-independent)"
"2996","Acetyl-CoA:salutaridinol 7-O-acetyltransferase"
"2997","Phaseollidin-hydrate hydro-lyase"
"2998","4-aminoimidazole aminohydrolase"
"2999","R04732"
"3000","4a-hydroxytetrahydrobiopterin hydro-lyase"
"3001","L-2-Amino-hexano-6-lactam racemase"
"3002","(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase"
"3003","(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase"
"3004","(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase"
"3005","(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase"
"3006","Decanoyl-CoA:acetyl-CoA C-acyltransferase"
"3007","(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase"
"3008","(S)-Hydroxydecanoyl-CoA hydro-lyase"
"3009","(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase"
"3010","(S)-Hydroxyoctanoyl-CoA hydro-lyase"
"3011","Hexanoyl-CoA:acetyl-CoA C-acyltransferase"
"3012","(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase"
"3013","(S)-Hydroxyhexanoyl-CoA hydro-lyase"
"3014","Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase"
"3015","trans-Dec-2-enoyl-CoA reductase"
"3016","Decanoyl-CoA:(acceptor) 2,3-oxidoreductase"
"3017","cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase"
"3018","short-chain dehydrogenase/reductase (SDR) family protein"
"3019","11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase"
"3020","S-adenosyl-L-methionine:2-Hydroxyestrone O-methyltransferase"
"3021","R04764"
"3022","dihydromacarpine:oxygen oxidoreductase"
"3023","Selenomethionine methanethiol-lyase (deaminating)"
"3024","ATP:L-selenomethione S-adenosyltransferase"
"3025","S-Adenosyl-L-methionine:L-methionine S-methyltransferase"
"3026","Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase"
"3027","R04777"
"3028","dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase"
"3029","4-Carboxy-4-hydroxy-2-oxoadipate hydro-lyase"
"3030","3-Ketolactose galactohydrolase"
"3031","R04784"
"3032","L-Dehydroascorbate lactonohydrolase"
"3033","5,6beta-epoxy-5beta-cholestan-3beta-ol hydrolase"
"3034","rxn03279"
"3035","delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase"
"3036","R04805"
"3037","5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase (26-hydroxylating)"
"3038","5beta-Cholestane-3alpha,7alpha,12alpha-triol,NADPH:oxygen oxidoreductase (26-hydroxylating)"
"3039","3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA hydro-lyase [3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA-forming]"
"3040","3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase"
"3041","acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative"
"3042","3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase"
"3043","(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase"
"3044","7alpha-Hydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase"
"3045","3alpha,7alpha-Dihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)"
"3046","3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)"
"3047","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase"
"3048","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)"
"3049","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)"
"3050","7alpha-hydroxycholest-4-en-3-one,NADPH:oxygen oxidoreductase(12alpha-hydroxylating)"
"3051","Chenodeoxyglycocholoyl-CoA:glycine N-choloyltransferase"
"3052","Urocortisone:NAD+ oxidoreductase (B-specific)"
"3053","Urocortisone:NADP+ oxidoreductase (B-specific)"
"3054","Cortolone:NAD+ oxidoreductase"
"3055","Urocortisol:NAD+ oxidoreductase (B-specific)"
"3056","Urocortisol:NADP+ oxidoreductase (B-specific)"
"3057","Cortol:NAD+ oxidoreductase"
"3058","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NAD+ oxidoreductase (B-specific)"
"3059","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NADP+ oxidoreductase (B-specific)"
"3060","Tetrahydrocorticosterone:NAD+ oxidoreductase (B-specific)"
"3061","Tetrahydrocorticosterone:NADP+ oxidoreductase (B-specific)"
"3062","short-chain dehydrogenase/reductase (SDR) family protein"
"3063","Tetrahydrocorticosterone:NADP+ 11-oxidoreductase"
"3064","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NAD+ oxidoreductase (B-specific)"
"3065","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NADP+ oxidoreductase (B-specific)"
"3066","3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one:NAD+ oxidoreductase"
"3067","3alpha-Hydroxy-5beta-pregnane-20-one:NAD+ oxidoreductase (B-specific)"
"3068","3alpha-Hydroxy-5beta-pregnane-20-one:NADP+ oxidoreductase (B-specific)"
"3069","Pregnanediol:NAD+ oxidoreductase"
"3070","11-Deoxycortisol delta5-delat4-isomerase"
"3071","17alpha,21-Dihydroxypregnenolone:oxygen oxidoreductase"
"3072","11-Deoxycortisol delta5-delat4-isomerase"
"3073","20alpha-Hydroxycholesterol,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)"
"3074","20alpha-Hydroxycholesterol:oxygen oxidoreductase"
"3075","22-beta-hydroxycholesterol 20-alpha-hydroxylation"
"3076","R04857"
"3077","(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)"
"3078","Acyl-CoA:isopenicillin N N-acyltransferase"
"3079","L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)"
"3080","R04872"
"3081","R04874"
"3082","R04875"
"3083","R04876"
"3084","R04877"
"3085","rxn03332"
"3086","3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase"
"3087","S-Adenosyl-L-methionine:catechol O-methyltransferase"
"3088","3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase"
"3089","3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase"
"3090","5,6-dihydroxyindole:oxygen oxidoreductase"
"3091","S-Adenosyl-L-methionine:catechol O-methyltransferase"
"3092","3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase"
"3093","3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase"
"3094","3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)"
"3095","3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase"
"3096","3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase"
"3097","L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)"
"3098","L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)"
"3099","R04895"
"3100","UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase"
"3101","(2S)-flavan-4-ol:NADP+ 4-oxidoreductase"
"3102","flavanone,NADPH:oxygen oxidoreductase"
"3103","5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase"
"3104","S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase"
"3105","3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)"
"3106","5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)"
"3107","5-Hydroxykynurenamine decarboxy-lyase"
"3108","R04910"
"3109","Aryl-formylamine amidohydrolase"
"3110","R04914"
"3111","quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)"
"3112","R04916"
"3113","R04917"
"3114","R04918"
"3115","3-hydroxypropionyl-CoA:NADP+ oxidoreductase"
"3116","R04921"
"3117","ATP:adenylylsulfate 3'-phosphotransferase"
"3118","ATP:selenate adenylyltransferase"
"3119","Selenocystathionine Lysteine-lyase (deaminating)"
"3120","Se-Adenosylselenohomocysteine hydrolase"
"3121","Selenocystathionine L-homocysteine-lyase (deaminating)"
"3122","L-Serine hydro-lyase (adding homocysteine)"
"3123","O-Acetylhomoserine succinate-lyase (adding cysteine)"
"3124","O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase"
"3125","Uroporphyrinogen I carboxy-lyase"
"3126","R04980"
"3127","R04981"
"3128","R04982"
"3129","R04983"
"3130","R04984"
"3131","3-octaprenyl-4-hydroxybenzoate carboxy-lyase"
"3132","R04987"
"3133","S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase"
"3134","UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase"
"3135","SHCHCSYNTH-RXN.c"
"3136","3-Methylimidazole acetaldehyde:NAD+ oxidoreductase"
"3137","beta-D-Glucosyl-2-coumarinate glucohydrolase"
"3138","R04999"
"3139","UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase"
"3140","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-"
"3141","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)"
"3142","UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase"
"3143","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-"
"3144","S-Adenosyl-L-methionine:kaempferol 3-O-methyltransferase"
"3145","leucocyanidin,2-oxoglutarate:oxygen oxidoreductase"
"3146","leucocyanidin,2-oxoglutarate:oxygen oxidoreductase"
"3147","leucodelphinidin:NADP+ 4-oxidoreductase"
"3148","flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
"3149","R05041"
"3150","R05043"
"3151","formamidopyrimidine nucleoside triphosphate amidohydrolase"
"3152","2,5-Diaminopyrimidine nucleoside triphosphate mutase"
"3153","N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase"
"3154","N4-Acetylaminobutanal:NAD+ oxidoreductase"
"3155","L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase"
"3156","D-Aspartate:2-oxoglutarate aminotransferase"
"3157","R05055"
"3158","R05056"
"3159","R05057"
"3160","R05058"
"3161","R05062"
"3162","R05063"
"3163","(S)-3-Hydroxyisobutyryl-CoA hydrolase"
"3164","(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)"
"3165","(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)"
"3166","(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase"
"3167","CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase"
"3168","R05076"
"3169","R05078"
"3170","rxn03444"
"3171","O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase"
"3172","O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)"
"3173","R05087"
"3174","rxn03448"
"3175","ent-Copalyl-diphosphate diphosphate-lyase"
"3176","(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase"
"3177","6-oxohexanoate:NADP oxidoreductase"
"3178","cyclohexane-1,2-dione acylhydrolase (decyclizing)"
"3179","rxn03457"
"3180","sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming)"
"3181","(N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase"
"3182","R05110"
"3183","R05111"
"3184","Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer galactohydrolase"
"3185","R05113"
"3186","R05114"
"3187","Acylneuraminyl hydrolase"
"3188","R05116"
"3189","R05117"
"3190","R05119"
"3191","R05120"
"3192","R05121"
"3193","R05122"
"3194","S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"
"3195","codeine:NADP+ oxidoreductase"
"3196","R05125"
"3197","R05128"
"3198","R05129"
"3199","R05130"
"3200","Arbutin 6-phosphate glucohydrolase"
"3201","Salicin 6-phosphate glucohydrolase"
"3202","2',3'-Cyclic GMP 3'-nucleotidohydrolase"
"3203","(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate hydro-lyase"
"3204","2-hydroxy-2H-chromene-2-carboxylate---(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate isomerase"
"3205","R05138"
"3206","1,4-beta-D-Glucan glucohydrolase"
"3207","1,4-beta-D-Glucan glucohydrolase"
"3208","galactitol-1-phosphate:NAD+ oxidoreductase"
"3209","benzene-1,4-dicarboxylate, NADH:oxygen oxidoreductase (1,2-hydroxylating)"
"3210","S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating)"
"3211","precorrin-6Y:NADP+ oxidoreductase"
"3212","6-Chlorobenzene-1,2,4-triol:oxygen 7S,8S-oxidoreductase"
"3213","quinolin-4(1H)-one,NADH:oxygen oxidoreductase (3-oxygenating)"
"3214","2-methylquinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)"
"3215","2-aminobenzenesulfonate, NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)"
"3216","quinolin-2-ol, NADH:oxygen oxidoreductase (5,6-hydroxylating)"
"3217","Quinolin-2-ol,NADH:oxygen oxidoreductase (8-hydroxylating)"
"3218","cholest-5-ene-3beta,27-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)"
"3219","S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"
"3220","1-Carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating)"
"3221","lacto-N-tetraose lacto-N-biosylhydrolase"
"3222","Phthalyl-amide amidohydrolase"
"3223","N-acetyl-D-galactosamine 6-phosphate amidohydrolase"
"3224","Methylenediurea aminohydrolase"
"3225","Methylenediurea aminohydrolase"
"3226","N-(Carboxyaminomethyl)urea aminohydrolase"
"3227","N-(Aminomethyl)urea aminohydrolase"
"3228","2-Aryl-2-methylmalonate carboxy-lyase"
"3229","16-alpha-Hydroxypregnenolone hydro-lyase"
"3230","ADP-D-glycero-D-manno-heptose 6-epimerase"
"3231","Precorrin 8X 11,12-methylmutase"
"3232","S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase"
"3233","S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase"
"3234","ethanol:cytochrome c oxidoreductase"
"3235","rxn03518"
"3236","ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase"
"3237","R05207"
"3238","Mercaptoethanol:cyanide sulfurtransferase"
"3239","(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)"
"3240","S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase"
"3241","S-Adenosyl-L-methionine:3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase"
"3242","S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase"
"3243","S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"
"3244","(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)"
"3245","S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase"
"3246","precorrin-3A,NADH:oxygen oxidoreductase (20-hydroxylating)"
"3247","R05219"
"3248","ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase"
"3249","R05221"
"3250","R05222"
"3251","R05223"
"3252","R05225"
"3253","adenosylcobinamide amidohydrolase"
"3254","hydrogenobyrinic-acid-a,c-diamide:cobalt cobalt-ligase (ADP-forming)"
"3255","R05229"
"3256","R05230"
"3257","6-Hydroxyhexanoate:NADP+ oxidoreductase"
"3258","p-cumic alcohol:NAD+ oxidoreductase"
"3259","p-cumic aldehyde:NAD+ oxidoreductase"
"3260","4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase"
"3261","cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase"
"3262","cis-2,3-dihydroxy-2,3-dihydro-p-cumate:NAD+ oxidoreductase"
"3263","cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl:NAD+ oxidoreductase"
"3264","2,5-dichloro-2,5-cyclohexadiene-1,4-diol:NAD+ oxidoreductase"
"3265","NADPH:p-benzoquinone oxidoreductase"
"3266","2,3-Dihydroxy-4'-chlorobiphenyl:oxygen 1,2-oxidoreductase (decyclizing)"
"3267","R05246"
"3268","R05247"
"3269","R05248"
"3270","Resorcinol,NADPH:oxogen oxidoreductase (2-hydroxylating)"
"3271","R05250"
"3272","R05395"
"3273","R05396"
"3274","R05256"
"3275","R05257"
"3276","R05258"
"3277","cytochrome P450, CYP711 clan  [SP:A8ITR3_CHLRE]"
"3278","biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)"
"3279","R05262"
"3280","biphenyl,NADH2:oxygen oxidoreductase (2,3-hydroxylating)"
"3281","biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)"
"3282","R05266"
"3283","R05269"
"3284","4-(hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase"
"3285","4-formylbenzenesulfonate:NAD+ oxidoreductase"
"3286","4-Hydroxy-3-methoxybenzoate:oxygen oxidoreductase"
"3287","vanillate:oxygen oxidoreductase (demethylating)"
"3288","cis-4,5-dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate:NAD+ oxidoreductase"
"3289","4-chlorobenzoyl-CoA:NADP+ oxidoreductase (halogenating)"
"3290","R05278"
"3291","R05281"
"3292","4-Methylbenzyl alcohol:NAD+ oxidoreductase"
"3293","6-Hydroxyhexanoate:NAD oxidoreductase"
"3294","1,2-Dichloroethane halidohydrolase"
"3295","2-chloroethanol:cytochrome c oxidoreductase"
"3296","Chloroacetaldehyde:NAD+ oxidoreductase"
"3297","Chloroacetic acid halidohydrolase"
"3298","R05288"
"3299","p-Methylbenzaldehyde:NADP+ oxidoreductase"
"3300","R05290"
"3301","R05291"
"3302","cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)"
"3303","cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NADP+ oxidoreductase (decarboxylating)"
"3304","toluene-4-sulfonate,NADH:oxygen oxidoreductase (3,4-hydroxylating, sulfite-forming)"
"3305","4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)"
"3306","2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde formylhydrolase"
"3307","R05297"
"3308","R05298"
"3309","4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)"
